4654,896
2823,4675
2103,3591
4677,3110
2411,3079
1010,4468
3411,2538
4899,548
3382,4200
4196,609
1471,272
3775,1981
3941,549
4778,1275
3779,4929
52,3802
2686,4391
1132,4365
2214,2000
1948,1614
154,1587
3155,1261
2488,437
3333,3802
1833,2032
0,4750
4824,4458
2478,694
198,495
1326,1043
2580,3665
48,2772
449,908
1958,3772
2583,4367
1160,84
3354,4368
2773,1370
3342,1720
1363,997
3190,1758
4896,792
903,1531
119,2966
1656,967
4194,3133
2093,1235
3209,2171
3466,2732
3253,4416
3473,1100
4938,4912
2005,1143
4704,4964
1808,3371
2318,2309
1993,1826
2142,299
4743,2718
482,1351
2678,553
773,4916
2308,323
4619,78
4615,560
25,2701
1573,4411
4475,2921
3464,3147
121,4837
3189,4169
2117,600
1512,2023
282,2682
3379,2710
4252,2164
1082,4662
2185,3878
2230,3175
2135,1666
4724,3161
828,2245
4615,2966
4734,4896
1576,1213
4429,4258
4148,1228
977,1458
2867,2309
1525,1300
1406,2440
3422,1870
845,2416
396,3273
971,3921
4539,4607
481,820
243,1131
143,2861
2791,4930
2447,4198
1910,2030
1722,4292
1225,4389
2334,2417
2484,1533
2042,1290
1909,145
4770,3971
4049,583
2571,429
3007,3425
2909,740
1519,1208
2856,4207
4448,1429
15,608
278,4352
3792,134
1245,3125
4710,4313
2017,4107
1405,100
3812,4687
2694,4173
122,1249
908,0
4818,2295
4687,50
3341,453
3800,4033
928,2337
1746,3617
38,2787
4025,827
2502,1679
2907,4234
2523,3783
4757,909
1023,1498
3833,1296
3113,1728
3261,4592
2672,2903
2277,3900
2854,3154
3135,4472
4598,149
564,1239
3406,4793
2853,1683
3107,4857
141,4970
4946,1870
3332,2485
1964,4310
77,4849
1998,4779
2503,310
2005,742
3426,4977
2059,427
2818,1828
887,386
2847,2599
3377,3410
4471,2385
3959,1102
3006,3051
1813,2137
833,2595
1,4036
2321,4963
3614,4838
4067,4488
3573,710
2168,59
1223,509
3268,177
3124,190
182,1988
4306,1808
264,3474
3882,3300
3240,1608
3560,3184
4344,296
4947,3139
3765,1964
263,1376
770,1256
1657,3862
1507,3342
1843,918
1477,4314
2804,385
340,3679
683,540
2088,346
4967,1055
808,1185
4921,3533
646,3790
1941,1980
994,671
4158,3118
879,4713
688,3448
4358,2959
3160,378
1156,278
2361,3512
1665,3763
2084,4906
3921,3285
300,2872
2200,3521
4098,3518
3505,1418
3343,1596
2380,1801
1512,237
156,1341
2058,3223
1824,2768
509,2617
513,672
1073,224
2350,4266
891,2831
653,1181
113,3719
801,647
4370,3711
2956,3571
3511,4234
3050,328
1527,1316
682,2737
3577,3941
3555,1922
694,1453
3589,1351
3471,923
517,2773
1949,2430
1790,963
1002,1298
2490,2638
1185,220
3181,1215
728,3774
4573,3314
3071,2432
2826,642
1089,2106
4244,100
721,2416
4230,193
893,3108
2992,1950
3900,415
1169,283
853,1523
1012,3474
2808,692
4694,4557
2047,449
4596,2060
4734,1427
1700,3804
13,3442
4589,2831
3224,2525
1325,819
4004,62
298,3895
832,2991
2701,485
3449,4642
1631,1993
4917,2599
2127,1392
3727,3923
2797,519
278,74
2526,3757
555,1675
2199,1282
2113,2014
3549,2103
4565,3331
4931,917
2986,2511
4084,3690
4116,4807
3800,4096
694,705
3122,2953
3077,2943
3677,1582
947,668
3198,2770
4809,3217
2732,2990
1090,4986
3499,3060
3257,1590
848,1824
2344,1619
3812,4725
2773,1485
3287,3512
2182,221
611,1651
4368,4556
3356,3865
4269,2444
4990,2579
1344,629
214,2401
880,2355
4054,3195
148,948
3191,2428
5000,4768
4646,4464
1069,4220
961,4498
2872,4204
781,4110
4534,1408
925,1280
3954,1590
800,2314
2096,3863
1822,1921
1940,1508
4811,2795
4676,3939
748,375
1459,4834
796,2679
3101,3133
1869,3601
1217,1224
957,2958
3794,4720
1873,918
2900,4987
2738,4847
4032,1120
1859,914
214,4697
3103,1734
1412,4240
2118,3775
4132,2891
2243,1105
4038,3211
123,2516
319,4248
533,3919
4873,4661
2991,1326
677,2180
4939,3087
2365,3595
1704,4452
2520,2618
107,1365
3326,2734
4198,4992
824,1970
4388,1024
2758,1521
3753,1526
886,4679
4792,1314
3678,2502
3177,3336
2602,2554
310,134
1588,2891
2443,343
3111,4877
1525,4493
1318,3870
4789,3925
2703,498
2878,3767
433,2547
1542,4886
374,3886
4576,2254
4747,1704
4202,4776
3283,3845
990,2421
4245,1628
2703,2869
2924,4013
2934,3432
1937,1905
2537,4580
623,3549
1496,2270
2705,3736
518,173
2691,1013
4177,2381
3921,1949
836,2718
2947,4341
1949,1706
4043,131
4510,1324
345,3022
897,56
4084,2050
1321,1125
98,1047
200,2070
4077,1447
2794,2312
2125,2836
3130,4536
1896,176
1702,381
1288,4821
3325,3550
3232,2060
954,1021
2453,4835
1457,1890
2025,635
3585,3775
2757,4305
2344,1483
4632,4419
3054,19
225,4558
551,3133
843,3454
258,4273
2909,2717
3184,390
2464,4259
1465,1477
2690,4182
2014,696
3846,2634
4224,1434
2206,1284
3234,2674
1677,4987
2701,4216
